Timestamp,Jurusan,Angkatan,Sebagai Mahasiswa Untuk keperluan apa saja Anda menggunakan ChatGPT? (Pilih semua yang relevan),Apabila anda mendapat tugas dalam waktu dekat anda akan menggunakan apa untuk menyelesaikan tugasnya?,Sebelum menggunakan Chat GPT Seberapa sering kalian melakukan kegiatan membaca dalam seminggu?,Seberapa tinggi minat baca Anda sebelum menggunakan ChatGPT?,"Sebelum menggunakan ChatGPT, sejauh mana Anda merasa termotivasi untuk membaca literatur yang relevan dengan tugas akademik Anda?","Sebelum menggunakan ChatGPT, bagaimana tingkat pemahaman Anda tentang pentingnya membaca literatur akademik dalam menyelesaikan tugas?","Apakah Anda merasa sebelum menggunakan ChatGPT, Anda lebih cenderung mencari informasi sendiri dari literatur atau mengandalkan ringkasan dari sumber lain?","Sebelum menggunakan ChatGPT, bagaimana kebiasaan Anda dalam mencari dan membaca jurnal atau artikel ilmiah untuk mendukung tugas akademik Anda?","Sebelum menggunakan ChatGPT, bagaimana tingkat kemandirian Anda dalam mencari bahan bacaan akademik yang relevan dengan tugas?",Total Nilai Sebelum Penggunaan ChatGPT (Post),Setelah menggunakan Chat GPT Seberapa sering kalian melakukan kegiatan membaca dalam seminggu?,Seberapa tinggi minat baca Anda setelah menggunakan ChatGPT?,"Setelah menggunakan ChatGPT, apakah Anda masih merasa termotivasi untuk membaca literatur yang relevan dengan tugas akademik Anda?",Bagaimana tingkat pemahaman Anda tentang pentingnya membaca literatur akademik dalam menyelesaikan tugas setelah menggunakan ChatGPT?,Apakah penggunaan ChatGPT telah mengubah kecenderungan Anda dalam mencari informasi sendiri dari literatur atau mengandalkan ringkasan dari sumber lain?,"Setelah menggunakan ChatGPT, bagaimana kebiasaan Anda dalam mencari dan membaca jurnal atau artikel ilmiah untuk mendukung tugas akademik Anda?",Bagaimana tingkat kemandirian Anda dalam mencari bahan bacaan akademik yang relevan dengan tugas setelah menggunakan ChatGPT?,Total Nilai Sesudah Penggunaan ChatGPT (Post),Selisih Antara Total Nilai Sesudah dan Sebelum Penggunaan ChatGPT (Xi),Apakah penggunaan ChatGPT membantu Anda menemukan literatur yang relevan dengan lebih cepat?,Apakah penggunaan ChatGPT meningkatkan minat Anda dalam membaca literatur akademik?,Apakah Anda merasa penggunaan ChatGPT mengurangi kemandirian Anda dalam mencari literatur?,Bagaimana ChatGPT mempengaruhi cara Anda mengakses informasi? (Pilih semua yang relevan),Seberapa besar pengaruh ChatGPT dalam meningkatkan efisiensi waktu Anda dalam mencari literatur akademik?,"Secara keseluruhan, bagaimana Anda menilai pengaruh ChatGPT terhadap minat baca akademik Anda?",(Xi-x̄)^2,Nilai Sebelum Penggunaan ChatGPT (%),Nilai Sesudah Penggunaan ChatGPT (%)
5/23/2024 12:21:37,Sistem Informasi,2020,"Mencari informasi, Mendiskusikan topik tertentu","Buku, Jurnal",1-2 kali,4,5,5,4,4,5,27,1-2 kali,4,3,4,3,3,3,20,-7,5,4,5,"Lebih sering mencari informasi di internet, Lebih sering membaca artikel atau buku",5,4,37.0881,90,66.66666667
5/23/2024 12:22:05,Sistem Informasi,2021,"Membantu mengerjakan tugas, Mencari informasi, Mendiskusikan topik tertentu","Chat GPT, Jurnal",1-2 kali,4,3,3,5,4,4,23,1-2 kali,3,3,2,3,4,3,18,-5,3,3,4,"Lebih sering mencari informasi di internet, Lebih mengandalkan ChatGPT untuk jawaban cepat",3,4,16.7281,76.66666667,60
5/23/2024 12:22:54,Sistem Informasi,2022,"Membantu mengerjakan tugas, Mendiskusikan topik tertentu",Chat GPT,Tidak pernah,3,3,3,3,4,3,19,1-2 kali,3,4,3,4,3,3,20,1,4,3,4,"Lebih sering mencari informasi di internet, Mengurangi waktu membaca buku fisik",3,4,3.6481,63.33333333,66.66666667
5/23/2024 12:24:18,Sistem Informasi,2022,Mendiskusikan topik tertentu,Chat GPT,>2 kali,4,3,3,3,4,4,21,>2 kali,3,4,3,3,3,4,20,-1,4,4,3,Lebih mengandalkan ChatGPT untuk jawaban cepat,4,5,0.0081,70,66.66666667
5/24/2024 12:25:05,Sistem Informasi,2022,"Membantu mengerjakan tugas, Mendiskusikan topik tertentu","Chat GPT, Jurnal",1-2 kali,3,5,2,4,4,3,21,>2 kali,4,4,4,3,4,4,23,2,3,3,4,"Lebih sering membaca artikel atau buku, Mengurangi waktu membaca buku fisik",3,3,8.4681,70,76.66666667
5/24/2024 12:25:51,Sistem Informasi,2020,"Mencari informasi, Mendiskusikan topik tertentu","Buku, Jurnal",1-2 kali,4,5,5,5,5,5,29,1-2 kali,4,5,5,5,5,5,29,0,4,5,1,Lebih sering membaca artikel atau buku,5,4,0.8281,96.66666667,96.66666667
5/24/2024 12:27:38,Inovasi Digital,2023,"Membantu mengerjakan tugas, Mencari informasi","Chat GPT, Buku, Jurnal",1-2 kali,5,5,5,5,5,5,30,1-2 kali,4,4,4,3,3,4,22,-8,5,5,4,"Lebih sering mencari informasi di internet, Lebih sering membaca artikel atau buku, Lebih mengandalkan ChatGPT untuk jawaban cepat",5,5,50.2681,100,73.33333333
5/24/2024 12:28:50,Sistem Informasi,2020,"Mencari informasi, Mendiskusikan topik tertentu","Buku, Jurnal",>2 kali,5,5,5,5,5,5,30,>2 kali,5,5,5,5,5,5,30,0,4,5,5,"Lebih sering mencari informasi di internet, Lebih sering membaca artikel atau buku",5,4,0.8281,100,100
5/24/2024 12:30:07,Sistem Informasi,2022,Mencari informasi,Chat GPT,1-2 kali,3,4,3,3,3,3,19,1-2 kali,4,3,3,3,3,3,19,0,4,3,4,"Lebih mengandalkan ChatGPT untuk jawaban cepat, Mengurangi waktu membaca buku fisik",4,4,0.8281,63.33333333,63.33333333
5/24/2024 12:30:30,Inovasi Digital,2023,"Mencari informasi, Mendiskusikan topik tertentu",Jurnal,>2 kali,5,5,5,5,5,5,30,1-2 kali,4,5,5,5,5,5,29,-1,5,5,1,Lebih sering membaca artikel atau buku,5,5,0.0081,100,96.66666667
5/24/2024 12:32:16,Inovasi Digital,2023,Mendiskusikan topik tertentu,Jurnal,Tidak pernah,3,4,3,3,4,4,21,1-2 kali,3,4,3,4,4,3,21,0,3,4,3,"Lebih sering mencari informasi di internet, Lebih sering membaca artikel atau buku, Lebih mengandalkan ChatGPT untuk jawaban cepat",4,3,0.8281,70,70
5/24/2024 12:32:27,Sistem Informasi,2023,"Membantu mengerjakan tugas, Mencari informasi, Mendiskusikan topik tertentu","Chat GPT, Buku, Jurnal",1-2 kali,4,5,4,5,5,5,28,1-2 kali,4,4,5,4,4,3,24,-4,5,5,2,"Lebih sering mencari informasi di internet, Lebih sering membaca artikel atau buku, Lebih mengandalkan ChatGPT untuk jawaban cepat, Mengurangi waktu membaca buku fisik",5,5,9.5481,93.33333333,80
5/24/2024 12:33:10,Inovasi Digital,2023,Mendiskusikan topik tertentu,Jurnal,Tidak pernah,4,4,4,5,4,3,24,1-2 kali,3,5,4,4,4,4,24,0,5,4,3,"Lebih sering mencari informasi di internet, Lebih mengandalkan ChatGPT untuk jawaban cepat",5,4,0.8281,80,80
5/24/2024 12:42:29,Sistem Informasi,2021,"Membantu mengerjakan tugas, Mencari informasi, Mendiskusikan topik tertentu","Buku, Jurnal",>2 kali,5,5,5,5,5,5,30,>2 kali,5,5,5,5,5,5,30,0,5,4,3,"Lebih sering mencari informasi di internet, Lebih sering membaca artikel atau buku",5,4,0.8281,100,100
5/24/2024 13:04:02,Sistem Informasi,2022,"Mencari informasi, Mendiskusikan topik tertentu",Buku,1-2 kali,4,4,3,4,4,3,22,1-2 kali,3,4,4,3,5,4,23,1,4,3,4,"Lebih sering membaca artikel atau buku, Lebih mengandalkan ChatGPT untuk jawaban cepat",3,4,3.6481,73.33333333,76.66666667
5/24/2024 13:05:21,Sistem Informasi,2022,Mendiskusikan topik tertentu,Jurnal,1-2 kali,3,2,4,4,3,4,20,>2 kali,4,5,5,4,4,5,27,7,4,3,4,"Lebih sering membaca artikel atau buku, Lebih mengandalkan ChatGPT untuk jawaban cepat",2,4,62.5681,66.66666667,90
5/24/2024 13:06:10,Sistem Informasi,2022,Hiburan,Chat GPT,1-2 kali,5,4,3,4,4,4,24,1-2 kali,4,4,4,4,4,4,24,0,4,3,5,"Lebih sering membaca artikel atau buku, Lebih mengandalkan ChatGPT untuk jawaban cepat",4,4,0.8281,80,80
5/24/2024 13:06:56,Sistem Informasi,2021,Membantu mengerjakan tugas,Chat GPT,1-2 kali,4,4,3,4,4,4,23,>2 kali,5,5,4,3,4,4,25,2,4,3,3,"Lebih mengandalkan ChatGPT untuk jawaban cepat, Mengurangi waktu membaca buku fisik",5,4,8.4681,76.66666667,83.33333333
5/24/2024 13:07:54,Inovasi Digital,2023,"Mencari informasi, Mendiskusikan topik tertentu",Buku,>2 kali,3,3,3,3,3,4,19,1-2 kali,4,4,4,4,4,3,23,4,4,5,4,"Lebih sering membaca artikel atau buku, Lebih mengandalkan ChatGPT untuk jawaban cepat",4,4,24.1081,63.33333333,76.66666667
5/24/2024 13:08:30,Sistem Informasi,2021,"Mendiskusikan topik tertentu, Hiburan",Buku,1-2 kali,3,4,4,3,4,4,22,1-2 kali,4,3,3,4,4,4,22,0,4,4,4,"Lebih sering membaca artikel atau buku, Lebih mengandalkan ChatGPT untuk jawaban cepat",4,4,0.8281,73.33333333,73.33333333
5/24/2024 13:09:11,Sistem Informasi,2022,"Mencari informasi, Mendiskusikan topik tertentu",Buku,1-2 kali,4,4,4,4,4,4,24,>2 kali,4,5,4,4,3,4,24,0,4,4,4,Mengurangi waktu membaca buku fisik,4,4,0.8281,80,80
5/24/2024 13:09:48,Sistem Informasi,2022,Mencari informasi,Chat GPT,1-2 kali,4,4,4,4,4,4,24,1-2 kali,4,4,4,4,4,4,24,0,4,4,4,"Lebih sering membaca artikel atau buku, Lebih mengandalkan ChatGPT untuk jawaban cepat",3,3,0.8281,80,80
5/24/2024 13:10:26,Sistem Informasi,2021,Hiburan,Chat GPT,1-2 kali,4,3,3,3,3,3,19,1-2 kali,3,3,3,3,3,3,18,-1,4,4,4,Lebih mengandalkan ChatGPT untuk jawaban cepat,4,4,0.0081,63.33333333,60
5/24/2024 13:11:09,Sistem Informasi,2022,Mendiskusikan topik tertentu,Jurnal,>2 kali,5,5,5,5,5,5,30,>2 kali,5,4,4,4,4,4,25,-5,4,4,4,"Lebih sering membaca artikel atau buku, Lebih mengandalkan ChatGPT untuk jawaban cepat",4,4,16.7281,100,83.33333333
5/24/2024 13:11:46,Sistem Informasi,2021,"Membantu mengerjakan tugas, Mendiskusikan topik tertentu",Chat GPT,1-2 kali,4,4,3,3,4,4,22,1-2 kali,5,5,5,5,5,5,30,8,4,4,4,"Lebih mengandalkan ChatGPT untuk jawaban cepat, Mengurangi waktu membaca buku fisik",4,4,79.3881,73.33333333,100
5/24/2024 13:12:25,Sistem Informasi,2023,Mencari informasi,"Chat GPT, Buku, Jurnal",1-2 kali,4,4,4,4,4,3,23,1-2 kali,4,4,4,4,3,3,22,-1,3,4,3,"Lebih sering membaca artikel atau buku, Lebih mengandalkan ChatGPT untuk jawaban cepat",3,4,0.0081,76.66666667,73.33333333
5/24/2024 13:13:02,Sistem Informasi,2022,"Mencari informasi, Mendiskusikan topik tertentu","Chat GPT, Buku",>2 kali,4,4,4,3,4,4,23,>2 kali,3,3,4,2,1,5,18,-5,4,4,4,"Lebih mengandalkan ChatGPT untuk jawaban cepat, Mengurangi waktu membaca buku fisik",4,4,16.7281,76.66666667,60
5/24/2024 13:13:39,Sistem Informasi,2021,Mencari informasi,Chat GPT,1-2 kali,4,4,3,4,4,4,23,1-2 kali,4,4,4,4,4,4,24,1,4,4,4,Lebih mengandalkan ChatGPT untuk jawaban cepat,4,4,3.6481,76.66666667,80
5/24/2024 13:14:17,Sistem Informasi,2022,"Mencari informasi, Hiburan",Buku,>2 kali,5,5,5,5,5,5,30,>2 kali,5,5,5,5,5,5,30,0,5,5,5,"Lebih sering membaca artikel atau buku, Lebih mengandalkan ChatGPT untuk jawaban cepat",3,3,0.8281,100,100
5/24/2024 13:14:54,Sistem Informasi,2022,"Mencari informasi, Mendiskusikan topik tertentu","Chat GPT, Buku",>2 kali,4,4,3,4,4,4,23,1-2 kali,4,4,4,4,4,4,24,1,4,4,4,"Lebih mengandalkan ChatGPT untuk jawaban cepat, Mengurangi waktu membaca buku fisik",4,4,3.6481,76.66666667,80
5/24/2024 13:15:29,Inovasi Digital,2023,Mencari informasi,"Chat GPT, Buku, Jurnal",1-2 kali,4,4,3,3,3,3,20,1-2 kali,4,4,4,4,4,4,24,4,4,4,4,"Lebih mengandalkan ChatGPT untuk jawaban cepat, Mengurangi waktu membaca buku fisik",4,4,24.1081,66.66666667,80
5/24/2024 13:16:12,Sistem Informasi,2022,"Mendiskusikan topik tertentu, Hiburan",Buku,1-2 kali,4,4,4,4,4,4,24,1-2 kali,4,4,4,4,4,4,24,0,4,4,4,Mengurangi waktu membaca buku fisik,4,4,0.8281,80,80
5/24/2024 13:16:50,Sistem Informasi,2022,"Mendiskusikan topik tertentu, Hiburan","Buku, Jurnal",>2 kali,4,4,4,4,4,4,24,1-2 kali,3,3,4,3,4,3,20,-4,4,4,4,"Lebih mengandalkan ChatGPT untuk jawaban cepat, Mengurangi waktu membaca buku fisik",4,4,9.5481,80,66.66666667
5/24/2024 13:19:22,Inovasi Digital,2023,Mendiskusikan topik tertentu,"Buku, Jurnal",>2 kali,4,4,5,5,5,4,27,1-2 kali,4,4,5,4,5,4,26,-1,4,5,4,"Lebih mengandalkan ChatGPT untuk jawaban cepat, Mengurangi waktu membaca buku fisik",3,4,0.0081,90,86.66666667
5/24/2024 13:19:57,Inovasi Digital,2023,"Mendiskusikan topik tertentu, Hiburan",Chat GPT,1-2 kali,4,4,4,4,4,4,24,1-2 kali,4,3,3,4,4,3,21,-3,4,4,3,"Lebih mengandalkan ChatGPT untuk jawaban cepat, Mengurangi waktu membaca buku fisik",4,4,4.3681,80,70
5/24/2024 13:20:33,Sistem Informasi,2022,"Mencari informasi, Mendiskusikan topik tertentu","Chat GPT, Buku",Tidak pernah,3,3,3,3,3,3,18,Tidak pernah,4,4,4,4,4,4,24,6,4,4,4,Lebih mengandalkan ChatGPT untuk jawaban cepat,4,3,47.7481,60,80
5/24/2024 13:21:11,Sistem Informasi,2022,"Mencari informasi, Mendiskusikan topik tertentu",Chat GPT,1-2 kali,4,4,4,4,3,4,23,1-2 kali,3,4,4,3,4,4,22,-1,4,4,4,"Lebih sering membaca artikel atau buku, Mengurangi waktu membaca buku fisik",4,4,0.0081,76.66666667,73.33333333
5/24/2024 13:21:52,Sistem Informasi,2022,"Membantu mengerjakan tugas, Mencari informasi","Buku, Jurnal",>2 kali,4,4,4,4,4,4,24,1-2 kali,4,4,4,4,4,4,24,0,4,4,4,"Lebih sering membaca artikel atau buku, Lebih mengandalkan ChatGPT untuk jawaban cepat",4,4,0.8281,80,80
5/24/2024 13:22:30,Sistem Informasi,2021,"Mencari informasi, Mendiskusikan topik tertentu","Chat GPT, Buku, Jurnal",1-2 kali,4,4,4,3,4,4,23,1-2 kali,4,4,4,4,4,4,24,1,4,4,4,Lebih sering membaca artikel atau buku,4,4,3.6481,76.66666667,80
5/24/2024 13:23:08,Sistem Informasi,2023,"Mendiskusikan topik tertentu, Hiburan","Chat GPT, Buku",1-2 kali,4,4,4,3,4,3,22,1-2 kali,4,3,4,4,3,4,22,0,4,4,4,"Lebih sering membaca artikel atau buku, Lebih mengandalkan ChatGPT untuk jawaban cepat",4,3,0.8281,73.33333333,73.33333333
5/24/2024 13:23:42,Sistem Informasi,2023,Mencari informasi,Chat GPT,Tidak pernah,3,3,3,3,3,3,18,Tidak pernah,3,3,3,3,3,3,18,0,4,4,4,Mengurangi waktu membaca buku fisik,4,4,0.8281,60,60
5/24/2024 13:24:44,Sistem Informasi,2022,"Mencari informasi, Mendiskusikan topik tertentu","Chat GPT, Buku, Jurnal",>2 kali,5,5,4,4,4,4,26,1-2 kali,4,4,4,4,4,4,24,-2,4,3,2,Lebih sering membaca artikel atau buku,3,3,1.1881,86.66666667,80
5/24/2024 13:25:30,Sistem Informasi,2021,"Membantu mengerjakan tugas, Mencari informasi",Jurnal,>2 kali,4,4,4,4,4,4,24,>2 kali,4,4,4,4,4,4,24,0,3,1,1,Lebih sering membaca artikel atau buku,1,2,0.8281,80,80
5/24/2024 13:26:20,Sistem Informasi,2022,Mencari informasi,Chat GPT,1-2 kali,4,4,4,4,4,4,24,1-2 kali,4,4,4,4,4,4,24,0,4,3,2,"Lebih sering membaca artikel atau buku, Lebih mengandalkan ChatGPT untuk jawaban cepat",1,4,0.8281,80,80
5/24/2024 13:29:48,Sistem Informasi,2022,"Membantu mengerjakan tugas, Mencari informasi, Mendiskusikan topik tertentu","Chat GPT, Buku",>2 kali,4,4,5,5,3,4,25,1-2 kali,3,3,4,2,3,2,17,-8,5,4,5,"Lebih sering mencari informasi di internet, Lebih mengandalkan ChatGPT untuk jawaban cepat, Mengurangi waktu membaca buku fisik",5,3,50.2681,83.33333333,56.66666667
,,,,,,,,,,,Total Nilai,2732,,,,,,,Total Nilai,2629,-103,,,,,,,,Total Nilai,8763.333333
,,,,,,,,,,,Rata-Rata Nilai (x̄),24.17699115,,,,,,,Rata-Rata Nilai (x̄),23.26548673,-0.9115044248,,,,,,,,Rata-Rata Nilai (x̄),77.55162242
,,,,,,,,,,,Persentase Rata-rata Nilai (%),80.5899705,,,,,,,Persentase Rata-rata Nilai (%),77.55162242,-3.038348083,,,,,,,,Persentase Rata-rata Nilai (%),258.5054081
